image,image_id,gt_index,class,box_original,area,coco_size,area_quartile,aspect_ratio,aspect_bucket,best_raw_iou,best_raw_correct_score,best_raw_predicted_class,best_raw_level,raw_good50,raw_good75,prefilter_good50,prefilter_good75,max_score_good50,max_score_good75,top_score_iou,top_score,top_score_level,final_best_correct_iou,final_best_correct_score,final_best_level,hit50,hit75,hit50_operating,confidence_survival50,nms_survival50,death_reason
0100220000130722113819787J2_1297979000_483415300,6503,0,AC,"[0.9994171261787415, 687.0, 245.9996337890625, 877.99951171875]",46794.921172991395,large,Q4,1.2827269107567867,"[1,2)",0.9424057006835938,0.0002639057638589293,AC,P4,1,1,1,1,0.6489546895027161,0.010045433416962624,0.5213699340820312,0.6489546895027161,P4,0.8120707869529724,0.010045433416962624,P5,1,1,1,1,1,final_tp
0100220000130722113819787J2_1297979000_483415300,6503,1,P,"[671.9999389648438, 815.0, 689.9999389648438, 827.0003051757812]",216.0054931640625,small,Q1,1.4999618539974469,"[1,2)",0.8174232840538025,0.00481667323037982,P,P3,1,1,1,1,0.02295008860528469,0.02295008860528469,0.8118100762367249,0.02295008860528469,P3,0.8118100762367249,0.02295008860528469,P3,1,1,0,0,1,final_tp
0100220000130722114233557J2_1298116400_483498500,6504,0,LC,"[248.0005340576172, 681.0005493164062, 355.0003662109375, 822.0001220703125]",15086.930618357845,large,Q3,1.3177550835020715,"[1,2)",0.783816933631897,0.0002500667760614306,LC,P4,1,1,1,0,0.122395358979702,0.0002500667760614306,0.43841129541397095,0.8935643434524536,P4,0.7027212977409363,0.004207299090921879,P4,1,0,0,0,1,final_tp
0100220000130722121801155J2_1298283000_483397000,6505,0,LC,"[466.99981689453125, 635.9996948242188, 493.0002136230469, 825.9999389648438]",4940.081726171076,medium,Q2,7.30759019273904,"[4,8)",0.8937658071517944,0.7473956346511841,LC,P4,1,1,1,1,0.7473956346511841,0.7473956346511841,0.8937658071517944,0.7473956346511841,P4,0.8937658071517944,0.7473956346511841,P4,1,1,1,1,1,final_tp
0100220000130722122333629J2_1298070200_483499000,6506,0,TC,"[219.999755859375, 632.0, 669.9996337890625, 658.9998168945312]",12149.914306662977,large,Q3,16.666775174346977,"[16,inf)",0.8633826971054077,0.3227512836456299,TC,P4,1,1,1,1,0.3227512836456299,0.3227512836456299,0.3217298090457916,0.477802574634552,P4,0.8633826971054077,0.3227512836456299,P4,1,1,1,1,1,final_tp
0100220000130722122333629J2_1298070200_483499000,6506,1,AC,"[280.99993896484375, 618.9998779296875, 455.99951171875, 686.9996948242188]",11899.938903886825,large,Q3,2.573530058549029,"[2,4)",0.9340727925300598,5.355993198463693e-05,LC,P3,1,1,1,0,0.799332857131958,0.0005799988284707069,0.5567886233329773,0.799332857131958,P4,0.6262251138687134,0.03264017403125763,P3,1,0,1,1,1,final_tp
0100220000130723120108427J3_1293800600_482811400,6251,0,TP,"[211.99974060058594, 652.999755859375, 513.9999389648438, 677.99951171875]",7549.930847123265,medium,Q3,12.080125294192326,"[8,16)",0.8589386940002441,0.009796662256121635,TP,P4,1,1,1,1,0.3355383574962616,0.08406693488359451,0.5051596164703369,0.3355383574962616,P4,0.8121860027313232,0.02879312075674534,P3,1,1,1,1,1,final_tp
0100220000130723120108427J3_1293800600_482811400,6251,1,LP,"[213.99961853027344, 576.0, 487.9994812011719, 657.00048828125]",22194.123901307583,large,Q4,3.3826941509081374,"[2,4)",0.6588444709777832,0.0032024760730564594,LP,P4,1,0,1,0,0.0032024760730564594,0.0,0.14717872440814972,0.16842347383499146,P3,0.6588444709777832,0.0032024760730564594,P4,1,0,0,0,1,final_tp
01002200001307231607446815S_1293803300_483588000,6400,0,LP,"[562.9998779296875, 698.0004272460938, 571.9996948242188, 730.0004272460938]",287.994140625,small,Q1,3.555627894990268,"[2,4)",0.19990329444408417,0.0004658818361349404,LC,P3,0,0,0,0,0.0,0.0,0.17235277593135834,0.0007959934300743043,P3,0.0,0.0,none,0,0,0,0,0,raw_geometry_failure
0100220000130724084104327J2_1298284600_482948500,6507,0,AC,"[296.0, 623.0, 429.0002136230469, 816.0006103515625]",25669.122406136245,large,Q4,1.4511300778701794,"[1,2)",0.8543400168418884,0.006716219708323479,LC,P4,1,1,1,1,0.362479031085968,0.07488250732421875,0.7073565125465393,0.362479031085968,P5,0.7278383374214172,0.004479570314288139,P4,1,0,1,1,1,final_tp
01002200001307240855313305B_1294527100_484286400,6401,0,LC,"[574.0006713867188, 582.0001220703125, 715.0003051757812, 804.0001831054688]",31301.927307106555,large,Q4,1.5744726072641548,"[1,2)",0.9424232244491577,0.002609392860904336,LC,P4,1,1,1,1,0.8672122359275818,0.8672122359275818,0.898882269859314,0.8672122359275818,P5,0.898882269859314,0.8672122359275818,P5,1,1,1,1,1,final_tp
01002200001307240855313305B_1294527100_484286400,6401,1,TC,"[320.9999694824219, 632.00048828125, 610.9998168945312, 647.0000610351562]",4349.873809879646,medium,Q2,19.333873848945892,"[16,inf)",0.8242279291152954,0.3698277175426483,TC,P3,1,1,1,1,0.5153255462646484,0.4965425729751587,0.6454606652259827,0.5153255462646484,P3,0.8233887553215027,0.4542737901210785,P3,1,1,1,1,1,final_tp
0100220000130724085905001J2_1298104600_483354700,6508,0,LC,"[381.0002136230469, 676.9996948242188, 450.9998474121094, 824.9994506835938]",10359.928711026907,large,Q3,2.114293287667172,"[2,4)",0.9311397075653076,0.0006933757103979588,LC,P3,1,1,1,1,0.9189164042472839,0.9189164042472839,0.8500561714172363,0.9189164042472839,P4,0.8500561714172363,0.9189164042472839,P4,1,1,1,1,1,final_tp
01002200001307240906209065B_1294524600_484266300,6402,0,TC,"[296.9999694824219, 725.9996948242188, 954.0004272460938, 775.99951171875]",32849.904113680124,large,Q4,13.140057885954173,"[8,16)",0.8866361379623413,0.15568412840366364,TC,P5,1,1,1,1,0.6686153411865234,0.15568412840366364,0.6359864473342896,0.6686153411865234,P4,0.8866361379623413,0.15568412840366364,P5,1,1,1,1,1,final_tp
0100220000130724115217624J2_1295573100_484464800,6252,0,TC,"[0.9999145865440369, 642.9998168945312, 973.0001831054688, 708.0003662109375]",63180.54980482161,large,Q4,14.953723535614651,"[8,16)",0.86996990442276,0.2632378041744232,TC,P5,1,1,1,1,0.35563260316848755,0.35563260316848755,0.8382307887077332,0.35563260316848755,P5,0.8382307887077332,0.35563260316848755,P5,1,1,1,1,1,final_tp
0100220000130724115217624J2_1295573100_484464800,6252,1,MC,"[642.0004272460938, 561.9999389648438, 680.0, 569.9993896484375]",303.9757082425058,small,Q1,4.750272769584093,"[4,8)",0.9167970418930054,0.4403529465198517,MC,P3,1,1,1,1,0.5060095191001892,0.5060095191001892,0.8569486141204834,0.5060095191001892,P3,0.8569486141204834,0.5060095191001892,P3,1,1,1,1,1,final_tp
01002200001307241220165335B_1294663600_484649100,6403,0,TC,"[370.00042724609375, 663.0000610351562, 752.00048828125, 687.0006103515625]",9168.211303744465,medium,Q3,15.91630491448916,"[8,16)",0.8137547373771667,0.8163076639175415,TC,P4,1,1,1,1,0.8163076639175415,0.8163076639175415,0.8137547373771667,0.8163076639175415,P4,0.8137547373771667,0.8163076639175415,P4,1,1,1,1,1,final_tp
01002200001307241220165335B_1294663600_484649100,6403,1,MC,"[58.00038528442383, 657.9998779296875, 118.0006332397461, 675.9996948242188]",1079.9934768222738,medium,Q1,3.3333810175342222,"[2,4)",0.9213120937347412,0.008574975654482841,MC,P3,1,1,1,1,0.7183700203895569,0.7183700203895569,0.9137396812438965,0.7183700203895569,P3,0.9137396812438965,0.7183700203895569,P3,1,1,1,1,1,final_tp
01002200001307241301302395B_1294531100_484825400,6404,0,TC,"[284.9997253417969, 647.0005493164062, 718.9995727539062, 660.0001831054688]",5641.839080866426,medium,Q2,33.385544120270815,"[16,inf)",0.840151309967041,0.048386894166469574,TC,P4,1,1,1,1,0.6094038486480713,0.180618017911911,0.7119530439376831,0.6094038486480713,P4,0.7119530439376831,0.6094038486480713,P4,1,0,1,1,1,final_tp
01002200001307241430128435B_1293205300_484905400,6405,0,TP,"[1.0004913806915283, 673.9998779296875, 986.0004272460938, 766.0001220703125]",90620.23486326635,large,Q4,10.706492663859057,"[8,16)",0.9453639388084412,0.06409762799739838,TP,P5,1,1,1,1,0.26909708976745605,0.26909708976745605,0.8860996961593628,0.26909708976745605,P5,0.8860996961593628,0.26909708976745605,P5,1,1,1,1,1,final_tp
01002200001307241430128435B_1293205300_484905400,6405,1,TP,"[984.00048828125, 842.0004272460938, 1023.9999389648438, 863.0006103515625]",839.9957884736359,small,Q1,1.9047191390049032,"[1,2)",0.6673014760017395,0.5546261668205261,TP,P3,1,0,1,0,0.7145313620567322,0.0,0.6263854503631592,0.7145313620567322,P3,0.6263854503631592,0.7145313620567322,P3,1,0,1,1,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,0,TC,"[0.999401867389679, 721.9999389648438, 817.9999389648438, 824.9999389648438]",84151.05657958984,large,Q4,7.932044168120449,"[4,8)",0.8802560567855835,0.16454699635505676,TC,P5,1,1,1,1,0.6243879199028015,0.6243879199028015,0.8524396419525146,0.6243879199028015,P5,0.8524396419525146,0.6243879199028015,P5,1,1,1,1,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,1,LC,"[405.9996032714844, 569.0004272460938, 505.0, 777.0004272460938]",20592.08251953125,large,Q4,2.101001681542642,"[2,4)",0.8003994226455688,0.0016617514193058014,LC,P4,1,1,1,1,0.23733538389205933,0.012403774075210094,0.4839135408401489,0.25462087988853455,P4,0.7828205227851868,0.012403774075210094,P4,1,1,0,0,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,2,LC,"[364.9997253417969, 515.0003051757812, 464.0, 621.0006713867188]",10494.065368752927,large,Q3,1.07070779931573,"[1,2)",0.8741716146469116,0.000683142920024693,LC,P4,1,1,1,0,0.012950524687767029,0.000683142920024693,0.24151711165905,0.1646546721458435,P3,0.5830459594726562,0.010968216694891453,P4,1,0,0,0,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,3,LC,"[86.0001449584961, 642.0004272460938, 347.999755859375, 857.00048828125]",56329.930694555864,large,Q4,1.2186024599715946,"[1,2)",0.9403986930847168,0.1275971531867981,LC,P4,1,1,1,1,0.8377137184143066,0.8377137184143066,0.9267975091934204,0.8377137184143066,P5,0.9267975091934204,0.8377137184143066,P5,1,1,1,1,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,4,LP,"[600.9999389648438, 558.0001220703125, 664.9999389648438, 622.0001831054688]",4096.00390625,medium,Q2,1.0000009536743164,"[1,2)",0.7467206716537476,0.0071882214397192,LC,P3,1,0,1,0,0.5594736337661743,0.0,0.6410409212112427,0.5594736337661743,P3,0.6410409212112427,0.5594736337661743,P3,1,0,1,1,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,5,TC,"[159.00059509277344, 609.9998779296875, 412.00030517578125, 634.0004272460938]",6072.132018883713,medium,Q3,10.541413312988746,"[8,16)",0.8288087248802185,0.08284714072942734,TC,P3,1,1,1,1,0.6326867341995239,0.4999106228351593,0.7408376932144165,0.6326867341995239,P4,0.7408376932144165,0.6326867341995239,P4,1,0,1,1,1,final_tp
01002200001307241432424565B_1293046600_484904000,6406,6,LP,"[765.9996948242188, 659.9996948242188, 1023.9996337890625, 798.99951171875]",35861.94427491352,large,Q4,1.856117113885165,"[1,2)",0.9295786619186401,0.001877116272225976,LC,P5,1,1,1,1,0.009482703171670437,0.0036585216876119375,0.4069850444793701,0.016107091680169106,P4,0.9295786619186401,0.001877116272225976,P5,1,1,0,0,1,final_tp
01002200001307241433450915B_1292973200_484903100,6407,0,LP,"[361.0004577636719, 547.0003051757812, 459.00030517578125, 615.0001220703125]",6663.97167971544,medium,Q3,1.4411781073485628,"[1,2)",0.820544421672821,0.0037681013345718384,LP,P4,1,1,1,1,0.6695654988288879,0.11087863147258759,0.7161910533905029,0.6695654988288879,P3,0.7161910533905029,0.6695654988288879,P3,1,0,1,1,1,final_tp
01002200001307241433450915B_1292973200_484903100,6407,1,LP,"[326.9995422363281, 537.9993286132812, 392.0, 572.9996948242188]",2275.039825607091,medium,Q2,1.8571365045706134,"[1,2)",0.6748530268669128,0.007853131741285324,LP,P4,1,0,1,0,0.05719749256968498,0.0,0.16772297024726868,0.12045739591121674,P3,0.6748530268669128,0.007853131741285324,P4,1,0,0,0,1,final_tp
01002200001307241433450915B_1292973200_484903100,6407,2,LP,"[295.0005798339844, 591.9994506835938, 457.0004577636719, 817.0]",36450.061523370445,large,Q4,1.3888933262904235,"[1,2)",0.9291012287139893,0.9433565139770508,LP,P4,1,1,1,1,0.9433565139770508,0.9433565139770508,0.9291012287139893,0.9433565139770508,P4,0.9291012287139893,0.9433565139770508,P4,1,1,1,1,1,final_tp
01002200001307241433450915B_1292973200_484903100,6407,3,TP,"[118.0000991821289, 642.9998168945312, 817.0, 719.9994506835938]",53822.73461918533,large,Q4,9.077963667263282,"[8,16)",0.7685613632202148,0.0014328955439850688,TP,P5,1,1,1,1,0.1881319135427475,0.014803171157836914,0.3122030794620514,0.8058446049690247,P5,0.6258406043052673,0.1881319135427475,P5,1,0,0,0,1,final_tp
01002200001307241433450915B_1292973200_484903100,6407,4,TC,"[1.000451683998108, 611.0003051757812, 115.00032043457031, 639.0005493164062]",3192.024200407788,medium,Q2,4.071388439606239,"[4,8)",0.8565480709075928,0.005502772517502308,TC,P3,1,1,1,1,0.026484258472919464,0.009320265613496304,0.4567282795906067,0.03990456461906433,P3,0.7943732142448425,0.009320265613496304,P3,1,1,0,0,1,final_tp
01002200001307241435079925B_1292946200_484898200,6408,0,TP,"[0.9994171261787415, 676.999755859375, 369.9998779296875, 728.99951171875]",19187.933715708554,large,Q3,7.096195966026733,"[4,8)",0.8982246518135071,0.06659073382616043,TP,P5,1,1,1,1,0.8570963144302368,0.8570963144302368,0.8832058906555176,0.8570963144302368,P5,0.8832058906555176,0.8570963144302368,P5,1,1,1,1,1,final_tp
01002200001307241435079925B_1292946200_484898200,6408,1,MC,"[377.0004577636719, 618.999755859375, 429.0002136230469, 633.9993286132812]",779.9741211980581,small,Q1,3.466749134293376,"[2,4)",0.8484612107276917,0.37203606963157654,MC,P3,1,1,1,1,0.6947929263114929,0.506367564201355,0.7200059294700623,0.6947929263114929,P3,0.7200059294700623,0.6947929263114929,P3,1,0,1,1,1,final_tp
01002200001307241435079925B_1292946200_484898200,6408,2,MC,"[589.9995727539062, 622.0000610351562, 644.9996948242188, 636.9996337890625]",824.9783324673772,small,Q1,3.666779245828128,"[2,4)",0.8662917613983154,0.5678471922874451,MC,P3,1,1,1,1,0.6145740747451782,0.6145740747451782,0.7908514142036438,0.6145740747451782,P3,0.7908514142036438,0.6145740747451782,P3,1,1,1,1,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,0,TP,"[43.999732971191406, 624.9999389648438, 642.9998168945312, 658.0004272460938]",19767.29449465871,large,Q3,18.1512484279056,"[16,inf)",0.9075735211372375,0.2351851463317871,TP,P4,1,1,1,1,0.4152239263057709,0.4152239263057709,0.7598224878311157,0.4152239263057709,P4,0.8426069021224976,0.22559049725532532,P4,1,1,1,1,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,1,TP,"[182.00010681152344, 572.0001831054688, 578.0004272460938, 608.0]",14255.93847650662,large,Q3,11.000064426325952,"[8,16)",0.9113383889198303,0.00045023829443380237,TC,P4,1,1,1,1,0.21226176619529724,0.02217618189752102,0.697596549987793,0.21226176619529724,P4,0.8395705223083496,0.02217618189752102,P4,1,1,0,0,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,2,LP,"[433.9993591308594, 638.99951171875, 466.9998474121094, 834.0]",6435.111328363419,medium,Q3,5.909018273285493,"[4,8)",0.9162535071372986,0.07523935288190842,LP,P4,1,1,1,1,0.07523935288190842,0.07523935288190842,0.9162535071372986,0.07523935288190842,P4,0.9162535071372986,0.07523935288190842,P4,1,1,0,0,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,3,LP,"[541.0001831054688, 584.00048828125, 575.0000610351562, 627.000244140625]",1461.9864502251148,medium,Q2,1.2647032424145594,"[1,2)",0.8989472985267639,0.6253588199615479,LP,P3,1,1,1,1,0.7916105389595032,0.7916105389595032,0.8699485063552856,0.7916105389595032,P3,0.8699485063552856,0.7916105389595032,P3,1,1,1,1,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,4,LP,"[523.999755859375, 530.0003662109375, 536.0000610351562, 550.0001220703125]",240.0031737536192,small,Q1,1.6666039376846902,"[1,2)",0.8395066261291504,0.34065374732017517,LP,P3,1,1,1,1,0.34065374732017517,0.34065374732017517,0.8395066261291504,0.34065374732017517,P3,0.8395066261291504,0.34065374732017517,P3,1,1,1,1,1,final_tp
01002200001307241435289805B_1292967500_484900000,6409,5,LP,"[435.00030517578125, 574.0006713867188, 446.0000915527344, 587.0003662109375]",142.99386603198946,small,Q1,1.181813389708718,"[1,2)",0.8361186385154724,0.07143700122833252,LP,P3,1,1,1,1,0.07143700122833252,0.07143700122833252,0.10740511864423752,0.1178247332572937,P3,0.8361186385154724,0.07143700122833252,P3,1,1,0,0,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,0,LP,"[346.9997863769531, 533.9996337890625, 421.9996032714844, 608.0]",5550.01391594857,medium,Q2,1.0135060234802733,"[1,2)",0.9065502285957336,0.01697145402431488,LP,P3,1,1,1,1,0.709194004535675,0.22714807093143463,0.6788898706436157,0.709194004535675,P4,0.7272838950157166,0.38520634174346924,P3,1,0,1,1,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,1,LP,"[236.0002899169922, 531.9996948242188, 392.00054931640625, 616.9999389648438]",13260.060134951025,large,Q3,1.835291898001212,"[1,2)",0.9691877961158752,0.8936425447463989,LP,P4,1,1,1,1,0.8936425447463989,0.8936425447463989,0.9691877961158752,0.8936425447463989,P4,0.9691877961158752,0.8936425447463989,P4,1,1,1,1,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,2,LP,"[0.9994110465049744, 564.0007934570312, 252.9996795654297, 636.000244140625]",18143.881347505376,large,Q3,3.5000305178109574,"[2,4)",0.8953106999397278,0.011316602118313313,LP,P4,1,1,1,1,0.7400583028793335,0.7400583028793335,0.8669312596321106,0.7400583028793335,P4,0.8669312596321106,0.7400583028793335,P4,1,1,1,1,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,3,TP,"[0.99993896484375, 621.000244140625, 80.99993896484375, 651.9996948242188]",2479.9560546875,medium,Q2,2.5806908908337354,"[2,4)",0.7993416786193848,0.0005865414859727025,TP,P3,1,1,0,0,0.0008200071169994771,0.0005865414859727025,0.1000167727470398,0.02313690446317196,P3,0.44861069321632385,0.0010975912446156144,P3,0,0,0,0,0,confidence_filter_loss
01002200001307241436055235B_1293009700_484900500,6410,4,TP,"[60.00025177001953, 641.0004272460938, 352.0, 680.00048828125]",11388.008300766349,large,Q3,7.487161509725702,"[4,8)",0.887465238571167,0.0007583932019770145,TP,P4,1,1,1,1,0.9210278987884521,0.0010978411883115768,0.5468187928199768,0.9210278987884521,P4,0.5468187928199768,0.9210278987884521,P4,1,0,1,1,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,5,MC,"[596.9996337890625, 677.9996337890625, 669.9996337890625, 702.99951171875]",1824.9910888671875,medium,Q2,2.9200142578821184,"[2,4)",0.9478166699409485,0.7577162981033325,MC,P3,1,1,1,1,0.8177528977394104,0.8177528977394104,0.9223715662956238,0.8177528977394104,P3,0.9223715662956238,0.8177528977394104,P3,1,1,1,1,1,final_tp
01002200001307241436055235B_1293009700_484900500,6410,6,TP,"[0.999420166015625, 642.9993286132812, 56.999935150146484, 652.9996948242188]",560.0256578424014,small,Q1,5.599846425912137,"[4,8)",0.5112578868865967,0.0005374185275286436,TP,P3,1,0,0,0,0.0005374185275286436,0.0,0.1750641167163849,0.0006587888346984982,P3,0.04192834720015526,0.0010975912446156144,P3,0,0,0,0,0,final_localization_or_assignment
01002200001307241436298455B_1293038700_484901000,6411,0,TP,"[1.000457763671875, 664.9999389648438, 336.0, 704.9994506835938]",13399.818115457892,large,Q3,8.37509079090321,"[8,16)",0.954973578453064,0.7216963171958923,TP,P4,1,1,1,1,0.8092985153198242,0.8092985153198242,0.9252399802207947,0.8092985153198242,P4,0.9252399802207947,0.8092985153198242,P4,1,1,1,1,1,final_tp
01002200001307241436298455B_1293038700_484901000,6411,1,TP,"[88.99996185302734, 578.0003662109375, 412.000244140625, 605.0001831054688]",8720.948272654787,medium,Q3,11.963054265143038,"[8,16)",0.9339611530303955,0.5065997242927551,TP,P4,1,1,1,1,0.5190418362617493,0.5190418362617493,0.9094771146774292,0.5190418362617493,P4,0.9094771146774292,0.5190418362617493,P4,1,1,1,1,1,final_tp
01002200001307241436298455B_1293038700_484901000,6411,2,LP,"[381.0002136230469, 536.9999389648438, 418.0003967285156, 572.9996948242188]",1331.9975585490465,medium,Q1,1.0277898341867011,"[1,2)",0.8825392723083496,0.5947303175926208,LP,P4,1,1,1,1,0.661811888217926,0.661811888217926,0.7760010957717896,0.661811888217926,P3,0.7760010957717896,0.661811888217926,P3,1,1,1,1,1,final_tp
01002200001307241438190045B_1293167600_484902000,6412,0,LP,"[10.999795913696289, 567.0005493164062, 231.0000457763672, 658.0004272460938]",20019.995361298323,large,Q3,2.4175883434768086,"[2,4)",0.96084064245224,0.002408812288194895,LP,P4,1,1,1,1,0.8996630907058716,0.8996630907058716,0.9542765617370605,0.8996630907058716,P4,0.9542765617370605,0.8996630907058716,P4,1,1,1,1,1,final_tp
01002200001307241438190045B_1293167600_484902000,6412,1,LP,"[406.99951171875, 528.0, 436.9997253417969, 549.9996337890625]",659.9937133006752,small,Q1,1.3636687733394,"[1,2)",0.8216085433959961,0.14780394732952118,LP,P3,1,1,1,1,0.14780394732952118,0.14780394732952118,0.8216085433959961,0.14780394732952118,P3,0.8216085433959961,0.14780394732952118,P3,1,1,0,0,1,final_tp
01002200001307241439568985B_1293213600_484901800,6413,0,LP,"[0.9994263052940369, 621.000244140625, 163.999755859375, 708.0003051757812]",14181.039154073223,large,Q3,1.8735657625285094,"[1,2)",0.9637662768363953,0.05148092284798622,LP,P4,1,1,1,1,0.9522072672843933,0.9522072672843933,0.9558635950088501,0.9522072672843933,P4,0.9558635950088501,0.9522072672843933,P4,1,1,1,1,1,final_tp
01002200001307241440097315B_1293226000_484902000,6414,0,TC,"[223.9994659423828, 568.0, 544.9999389648438, 580.000244140625]",3852.0842286348343,medium,Q2,26.749496470205276,"[16,inf)",0.7175008058547974,0.05636468902230263,TP,P3,1,0,1,0,0.5335052609443665,0.0,0.576744794845581,0.5335052609443665,P4,0.6793564558029175,0.37685152888298035,P4,1,0,1,1,1,final_tp
