image,gt_index,class,size,aspect_ratio,elongated,outcome,best_raw_iou,top_score_iou,P2_target_response,P2_ring_response,P2_contrast,P3_target_response,P3_ring_response,P3_contrast,P4_target_response,P4_ring_response,P4_contrast
01002200001307240906209065B_1294524600_484266300,0,TC,large,13.140057885954173,1,hit,0.8866361379623413,0.6359864473342896,0.5430067181587219,0.6302947402000427,-0.0872880220413208,0.5382205247879028,0.5426099896430969,-0.004389464855194092,0.6131871342658997,0.5692378282546997,0.04394930601119995
0100220000130724115217624J2_1295573100_484464800,0,TC,large,14.953723535614651,1,hit,0.86996990442276,0.8382307887077332,0.6684932708740234,0.6773282885551453,-0.008835017681121826,0.6069161295890808,0.5429321527481079,0.0639839768409729,0.6739118695259094,0.5531246662139893,0.12078720331192017
0100220000130724115217624J2_1295573100_484464800,1,MC,small,4.750272769584093,0,hit,0.9167970418930054,0.8569486141204834,0.5277587175369263,0.5586541295051575,-0.0308954119682312,0.7641549706459045,0.5780268311500549,0.1861281394958496,0.9670433402061462,0.8332845568656921,0.1337587833404541
01002200001307241220165335B_1294663600_484649100,0,TC,medium,15.91630491448916,1,hit,0.8137547373771667,0.8137547373771667,0.5599926114082336,0.5777998566627502,-0.0178072452545166,0.5571802258491516,0.5282862186431885,0.028894007205963135,0.8216469883918762,0.6478403210639954,0.17380666732788086
01002200001307241220165335B_1294663600_484649100,1,MC,medium,3.3333810175342222,0,hit,0.9213120937347412,0.9137396812438965,0.6813324093818665,0.5754014849662781,0.10593092441558838,0.9275612235069275,0.5574933886528015,0.370067834854126,1.0601582527160645,0.7723581194877625,0.287800133228302
01002200001307241301302395B_1294531100_484825400,0,TC,medium,33.385544120270815,1,hit,0.840151309967041,0.7119530439376831,0.49753275513648987,0.614174485206604,-0.11664173007011414,0.4885430932044983,0.5313369035720825,-0.04279381036758423,0.6882743835449219,0.6459170579910278,0.04235732555389404
01002200001307241430128435B_1293205300_484905400,0,TP,large,10.706492663859057,1,hit,0.9453639388084412,0.8860996961593628,0.5968321561813354,0.7826380729675293,-0.18580591678619385,0.5249953866004944,0.555314838886261,-0.0303194522857666,0.5284949541091919,0.5701709985733032,-0.04167604446411133
01002200001307241430128435B_1293205300_484905400,1,TP,small,1.9047191390049032,0,hit,0.6673014760017395,0.6263854503631592,0.6016043424606323,0.5503515005111694,0.05125284194946289,0.7677098512649536,0.5915738940238953,0.17613595724105835,1.444944143295288,0.6751890182495117,0.7697551250457764
01002200001307241432424565B_1293046600_484904000,0,TC,large,7.932044168120449,1,hit,0.8802560567855835,0.8524396419525146,0.5665358304977417,0.7522090673446655,-0.18567323684692383,0.5354698300361633,0.5647246241569519,-0.029254794120788574,0.6301959156990051,0.5967473387718201,0.03344857692718506
01002200001307241432424565B_1293046600_484904000,1,LC,large,2.101001681542642,0,hit,0.8003994226455688,0.4839135408401489,0.6217398643493652,0.61316978931427,0.008570075035095215,0.5251153111457825,0.5524827241897583,-0.02736741304397583,0.5749146938323975,0.6147388815879822,-0.03982418775558472
01002200001307241432424565B_1293046600_484904000,2,LC,large,1.07070779931573,0,hit,0.8741716146469116,0.24151711165905,0.612253725528717,0.6708821654319763,-0.05862843990325928,0.5648292899131775,0.5734276175498962,-0.00859832763671875,0.685921311378479,0.7002382278442383,-0.014316916465759277
01002200001307241432424565B_1293046600_484904000,3,LC,large,1.2186024599715946,0,hit,0.9403986930847168,0.9267975091934204,0.5279240608215332,0.5679382085800171,-0.04001414775848389,0.5689488649368286,0.5599854588508606,0.008963406085968018,0.5883866548538208,0.561529278755188,0.026857376098632812
01002200001307241432424565B_1293046600_484904000,4,LP,medium,1.0000009536743164,0,hit,0.7467206716537476,0.6410409212112427,0.6072748899459839,0.5187283754348755,0.0885465145111084,0.5711360573768616,0.474352091550827,0.09678396582603455,0.9728217720985413,0.5590032339096069,0.4138185381889343
01002200001307241432424565B_1293046600_484904000,5,TC,medium,10.541413312988746,1,hit,0.8288087248802185,0.7408376932144165,0.5766288042068481,0.6825484037399292,-0.10591959953308105,0.5176579356193542,0.529607892036438,-0.01194995641708374,0.7181339263916016,0.6403797268867493,0.0777541995048523
01002200001307241432424565B_1293046600_484904000,6,LP,large,1.856117113885165,0,hit,0.9295786619186401,0.4069850444793701,0.5837898850440979,0.71730637550354,-0.13351649045944214,0.47289541363716125,0.5551362037658691,-0.08224079012870789,0.532120406627655,0.6620344519615173,-0.1299140453338623
01002200001307241433450915B_1292973200_484903100,0,LP,medium,1.4411781073485628,0,hit,0.820544421672821,0.7161910533905029,0.5242336392402649,0.594839870929718,-0.07060623168945312,0.5402924418449402,0.4979299008846283,0.04236254096031189,0.8395621180534363,0.6055176258087158,0.23404449224472046
01002200001307241433450915B_1292973200_484903100,1,LP,medium,1.8571365045706134,0,hit,0.6748530268669128,0.16772297024726868,0.5407248735427856,0.5711139440536499,-0.030389070510864258,0.5930220484733582,0.5210110545158386,0.07201099395751953,0.683639407157898,0.6258909106254578,0.057748496532440186
01002200001307241433450915B_1292973200_484903100,2,LP,large,1.3888933262904235,0,hit,0.9291012287139893,0.9291012287139893,0.6124923825263977,0.6399097442626953,-0.027417361736297607,0.5066241025924683,0.4952656924724579,0.011358410120010376,0.7079801559448242,0.5569414496421814,0.15103870630264282
01002200001307241433450915B_1292973200_484903100,3,TP,large,9.077963667263282,1,hit,0.7685613632202148,0.3122030794620514,0.5676535367965698,0.7190067768096924,-0.15135324001312256,0.45081478357315063,0.5578032732009888,-0.10698848962783813,0.6072469353675842,0.5933123826980591,0.013934552669525146
01002200001307241433450915B_1292973200_484903100,4,TC,medium,4.071388439606239,0,hit,0.8565480709075928,0.4567282795906067,0.527754008769989,0.6762604713439941,-0.14850646257400513,0.6326274871826172,0.508102536201477,0.12452495098114014,0.9056981205940247,0.5866765379905701,0.3190215826034546
01002200001307241435079925B_1292946200_484898200,0,TP,large,7.096195966026733,1,hit,0.8982246518135071,0.8832058906555176,0.5435011982917786,0.6444593071937561,-0.10095810890197754,0.5136783719062805,0.4875452220439911,0.02613314986228943,0.7735078930854797,0.5426329970359802,0.2308748960494995
01002200001307241435079925B_1292946200_484898200,1,MC,small,3.466749134293376,0,hit,0.8484612107276917,0.7200059294700623,0.6245693564414978,0.5742039084434509,0.050365447998046875,0.8220750093460083,0.5269665122032166,0.29510849714279175,1.2949762344360352,0.8226305246353149,0.4723457098007202
01002200001307241435079925B_1292946200_484898200,2,MC,small,3.666779245828128,0,hit,0.8662917613983154,0.7908514142036438,0.674437940120697,0.5854695439338684,0.08896839618682861,1.173151969909668,0.5784618258476257,0.5946901440620422,1.8848563432693481,0.7753608822822571,1.109495460987091
01002200001307241435289805B_1292967500_484900000,0,TP,large,18.1512484279056,1,hit,0.9075735211372375,0.7598224878311157,0.5808730721473694,0.6086590886116028,-0.0277860164642334,0.554040253162384,0.5062870979309082,0.04775315523147583,0.6827211380004883,0.6102617383003235,0.0724593997001648
01002200001307241435289805B_1292967500_484900000,1,TP,large,11.000064426325952,1,hit,0.9113383889198303,0.697596549987793,0.4982852339744568,0.5740700960159302,-0.07578486204147339,0.5456898212432861,0.5306970477104187,0.014992773532867432,0.6317437291145325,0.6038126349449158,0.0279310941696167
01002200001307241435289805B_1292967500_484900000,2,LP,medium,5.909018273285493,1,hit,0.9162535071372986,0.9162535071372986,0.5875784754753113,0.5077455043792725,0.07983297109603882,0.6160898208618164,0.5397473573684692,0.07634246349334717,0.8179900050163269,0.6626574397087097,0.1553325653076172
01002200001307241435289805B_1292967500_484900000,3,LP,medium,1.2647032424145594,0,hit,0.8989472985267639,0.8699485063552856,0.7168241739273071,0.4814465641975403,0.23537760972976685,1.0391123294830322,0.5114870667457581,0.5276252627372742,1.4358779191970825,0.82228022813797,0.6135976910591125
01002200001307241435289805B_1292967500_484900000,4,LP,small,1.6666039376846902,0,hit,0.8395066261291504,0.8395066261291504,0.7641458511352539,0.6016656756401062,0.1624801754951477,1.2752960920333862,0.5883921980857849,0.6869038939476013,0.8485406041145325,0.7886981964111328,0.05984240770339966
01002200001307241435289805B_1292967500_484900000,5,LP,small,1.181813389708718,0,hit,0.8361186385154724,0.10740511864423752,0.8093531727790833,0.48013409972190857,0.3292190730571747,1.2456989288330078,0.6144420504570007,0.6312568783760071,1.3140637874603271,1.114805817604065,0.1992579698562622
01002200001307241436055235B_1293009700_484900500,0,LP,medium,1.0135060234802733,0,hit,0.9065502285957336,0.6788898706436157,0.6574452519416809,0.6624080538749695,-0.004962801933288574,0.7648106813430786,0.549630343914032,0.21518033742904663,1.0096805095672607,0.5517376065254211,0.4579429030418396
01002200001307241436055235B_1293009700_484900500,1,LP,large,1.835291898001212,0,hit,0.9691877961158752,0.9691877961158752,0.6069281697273254,0.6405625939369202,-0.03363442420959473,0.6176855564117432,0.5650594830513,0.052626073360443115,0.8817400932312012,0.5940274596214294,0.28771263360977173
01002200001307241436055235B_1293009700_484900500,2,LP,large,3.5000305178109574,0,hit,0.8953106999397278,0.8669312596321106,0.6057161688804626,0.7255277037620544,-0.1198115348815918,0.47949114441871643,0.6113991141319275,-0.13190796971321106,0.644114077091217,0.6781731843948364,-0.034059107303619385
01002200001307241436055235B_1293009700_484900500,3,TP,medium,2.5806908908337354,0,localization_error,0.7993416786193848,0.1000167727470398,0.6600858569145203,0.6671820282936096,-0.0070961713790893555,0.8096888661384583,0.594218909740448,0.21546995639801025,1.0044736862182617,0.6486092209815979,0.3558644652366638
01002200001307241436055235B_1293009700_484900500,4,TP,large,7.487161509725702,1,hit,0.887465238571167,0.5468187928199768,0.5548781752586365,0.6439277529716492,-0.0890495777130127,0.6167374849319458,0.48881933093070984,0.12791815400123596,0.8103340864181519,0.5326752662658691,0.2776588201522827
01002200001307241436055235B_1293009700_484900500,5,MC,medium,2.9200142578821184,0,hit,0.9478166699409485,0.9223715662956238,0.7005155682563782,0.508733868598938,0.19178169965744019,1.2648042440414429,0.49049168825149536,0.7743125557899475,1.4768263101577759,0.6534811854362488,0.8233451247215271
01002200001307241436055235B_1293009700_484900500,6,TP,small,5.599846425912137,1,localization_error,0.5112578868865967,0.1750641167163849,0.7368853688240051,0.7372353076934814,-0.00034993886947631836,0.6780937314033508,0.6950681805610657,-0.016974449157714844,0.839349091053009,0.7806745171546936,0.05867457389831543
01002200001307241436298455B_1293038700_484901000,0,TP,large,8.37509079090321,1,hit,0.954973578453064,0.9252399802207947,0.4988504648208618,0.6240672469139099,-0.1252167820930481,0.6125971674919128,0.4700092375278473,0.14258792996406555,0.608519971370697,0.5506872534751892,0.05783271789550781
01002200001307241436298455B_1293038700_484901000,1,TP,medium,11.963054265143038,1,hit,0.9339611530303955,0.9094771146774292,0.5366939902305603,0.631199836730957,-0.09450584650039673,0.5898097157478333,0.5430718064308167,0.0467379093170166,0.6463828682899475,0.5943173766136169,0.052065491676330566
01002200001307241436298455B_1293038700_484901000,2,LP,medium,1.0277898341867011,0,hit,0.8825392723083496,0.7760010957717896,0.6603355407714844,0.5338532328605652,0.1264823079109192,0.8948135375976562,0.5308510661125183,0.36396247148513794,0.9535478949546814,0.7120212912559509,0.24152660369873047
01002200001307241438190045B_1293167600_484902000,0,LP,large,2.4175883434768086,0,hit,0.96084064245224,0.9542765617370605,0.6139019131660461,0.7022525072097778,-0.08835059404373169,0.537466824054718,0.5725859999656677,-0.03511917591094971,0.6626468896865845,0.5662035942077637,0.0964432954788208
01002200001307241438190045B_1293167600_484902000,1,LP,small,1.3636687733394,0,hit,0.8216085433959961,0.8216085433959961,0.5668783187866211,0.518316924571991,0.04856139421463013,0.7471345067024231,0.5322765707969666,0.21485793590545654,0.9775257110595703,0.7052828073501587,0.2722429037094116
01002200001307241439568985B_1293213600_484901800,0,LP,large,1.8735657625285094,0,hit,0.9637662768363953,0.9558635950088501,0.5428269505500793,0.6076435446739197,-0.06481659412384033,0.5768635869026184,0.4840286374092102,0.0928349494934082,0.6982253193855286,0.5447567701339722,0.1534685492515564
01002200001307241440097315B_1293226000_484902000,0,TC,medium,26.749496470205276,1,hit,0.7175008058547974,0.576744794845581,0.4531574249267578,0.5933302640914917,-0.1401728391647339,0.5236204862594604,0.5610211491584778,-0.037400662899017334,0.9054972529411316,0.6832172274589539,0.22228002548217773
01002200001307241440097315B_1293226000_484902000,1,MC,small,4.333219742436881,0,hit,0.7328713536262512,0.7328713536262512,0.7047684788703918,0.6650225520133972,0.03974592685699463,1.000671148300171,0.5933356285095215,0.4073355197906494,1.0597584247589111,0.7766743898391724,0.28308403491973877
01002200001307241440322205B_1293248500_484901600,0,LP,large,1.0508527879187257,0,hit,0.8729130625724792,0.8392302989959717,0.6848264932632446,0.5941912531852722,0.09063524007797241,0.5315456986427307,0.4739207327365875,0.05762496590614319,0.7421296238899231,0.5298526883125305,0.21227693557739258
01002200001307241440322205B_1293248500_484901600,1,LP,large,2.5421598171602033,0,hit,0.9435874223709106,0.5331312417984009,0.5748202204704285,0.6521047949790955,-0.07728457450866699,0.5853697657585144,0.6048657298088074,-0.01949596405029297,0.6789392828941345,0.6545600891113281,0.024379193782806396
01002200001307241440322205B_1293248500_484901600,2,TP,medium,22.293546591990236,1,hit,0.7481665015220642,0.6274279356002808,0.7279240489006042,0.6365066766738892,0.09141737222671509,0.7980640530586243,0.5921578407287598,0.2059062123298645,0.6704993844032288,0.6376166343688965,0.032882750034332275
01002200001307241440322205B_1293248500_484901600,3,TP,large,4.3088373758761485,0,hit,0.8853594660758972,0.8813161253929138,0.5689886808395386,0.6249648928642273,-0.05597621202468872,0.6095030903816223,0.49235230684280396,0.11715078353881836,0.7191780209541321,0.5511744618415833,0.16800355911254883
01002200001307241440322205B_1293248500_484901600,4,LP,medium,1.0638368606346935,0,hit,0.8938909769058228,0.6916347742080688,0.5614761710166931,0.6503685116767883,-0.08889234066009521,0.8077870607376099,0.5754832625389099,0.23230379819869995,0.818226158618927,0.6419846415519714,0.17624151706695557
01002200001307241442227155B_1293349200_484900300,0,LP,small,3.0000798170780376,0,hit,0.703000545501709,0.703000545501709,0.8068073391914368,0.5725330710411072,0.2342742681503296,0.9595433473587036,0.5621557235717773,0.39738762378692627,1.395287036895752,0.8026508688926697,0.5926361680030823
01002200001307241442227155B_1293349200_484900300,1,LP,medium,3.307627752262081,0,hit,0.7863708138465881,0.5752525925636292,0.747204601764679,0.5616059303283691,0.18559867143630981,0.6877997517585754,0.45128223299980164,0.2365175187587738,0.7069504857063293,0.5476431250572205,0.1593073606491089
01002200001307241442227155B_1293349200_484900300,2,LP,medium,1.249998092649912,0,hit,0.939190149307251,0.8683611154556274,0.6727399826049805,0.6869540214538574,-0.014214038848876953,0.5894126892089844,0.5662534832954407,0.0231592059135437,0.7473593950271606,0.6362772583961487,0.11108213663101196
01002200001307241442227155B_1293349200_484900300,3,LP,large,2.9874967479681,0,hit,0.9517138004302979,0.9461323022842407,0.5585119724273682,0.7540597915649414,-0.19554781913757324,0.49328550696372986,0.6000394821166992,-0.10675397515296936,0.5474039912223816,0.6191322207450867,-0.07172822952270508
01002200001307241442227155B_1293349200_484900300,4,LP,medium,3.1428232001325322,0,hit,0.8967199921607971,0.7433603405952454,0.6618164777755737,0.6711410880088806,-0.009324610233306885,0.552180290222168,0.5289978981018066,0.023182392120361328,0.6135432124137878,0.5501232147216797,0.06341999769210815
01002200001307241442227155B_1293349200_484900300,5,TP,large,9.83658053626679,1,hit,0.952774703502655,0.816129744052887,0.5630764365196228,0.722989022731781,-0.1599125862121582,0.4811652600765228,0.5745135545730591,-0.09334829449653625,0.5545403361320496,0.541841447353363,0.012698888778686523
01002200001307241447391215B_1293605200_484894300,0,LC,large,2.2444387855269907,0,hit,0.9082015156745911,0.7788259387016296,0.5381767749786377,0.49237486720085144,0.045801907777786255,0.5392157435417175,0.48431897163391113,0.054896771907806396,0.6522434949874878,0.5392434597015381,0.11300003528594971
01002200001307241447391215B_1293605200_484894300,1,TC,small,9.500679062740819,1,hit,0.876728892326355,0.6138016581535339,0.513381838798523,0.46431684494018555,0.0490649938583374,0.6831639409065247,0.48009195923805237,0.2030719816684723,1.050531268119812,0.6655482649803162,0.38498300313949585
01002200001307241451597565B_1293862100_484894600,0,TC,large,5.541412644492322,1,hit,0.7722398638725281,0.7233484387397766,0.5398444533348083,0.7648601531982422,-0.22501569986343384,0.453321248292923,0.5886594653129578,-0.1353382170200348,0.516225278377533,0.6215391159057617,-0.10531383752822876
01002200001307241453069905B_1293920400_484904500,0,TC,large,4.612891571365146,0,hit,0.9126083850860596,0.8120962381362915,0.5787146687507629,0.6146253943443298,-0.035910725593566895,0.5167815089225769,0.4764651358127594,0.040316373109817505,0.700225293636322,0.541598916053772,0.15862637758255005
01002200001307241711370775B_1294021900_485093000,0,TC,large,14.294029720352949,1,hit,0.8943669199943542,0.8475342392921448,0.5674219131469727,0.6824073195457458,-0.1149854063987732,0.6393265128135681,0.5397173166275024,0.09960919618606567,0.6313735842704773,0.5863279104232788,0.045045673847198486
01002200001307241715574875B_1293983900_485078500,0,TC,large,5.650575896826115,1,hit,0.9127263426780701,0.8732446432113647,0.507952094078064,0.5920683145523071,-0.08411622047424316,0.48855698108673096,0.5032761693000793,-0.014719188213348389,0.6869390606880188,0.5774451494216919,0.1094939112663269
01002200001307241715574875B_1293983900_485078500,1,TC,medium,3.359998437496185,0,hit,0.9660167098045349,0.8763735294342041,0.4841170907020569,0.6297871470451355,-0.1456700563430786,0.5134477615356445,0.5705370306968689,-0.057089269161224365,0.6745607852935791,0.6321040391921997,0.042456746101379395
01002200001307241739073435B_1293976600_484955300,0,LC,medium,1.250004359666689,0,hit,0.9659097194671631,0.937652051448822,0.5667603611946106,0.5251900553703308,0.041570305824279785,0.5781109929084778,0.5071102380752563,0.07100075483322144,0.8681264519691467,0.5626965165138245,0.30542993545532227
01002200001307241740344085B_1293990600_484959300,0,LC,large,1.2827269107567867,0,hit,0.9737727046012878,0.966728150844574,0.572332501411438,0.6599007248878479,-0.08756822347640991,0.5922927856445312,0.546108067035675,0.0461847186088562,0.5970462560653687,0.5572850108146667,0.039761245250701904
01002200001307241740344085B_1293990600_484959300,1,MC,small,5.000274677063702,1,localization_error,0.8223026990890503,0.25646352767944336,0.6729276776313782,0.695326030254364,-0.02239835262298584,0.6451976895332336,0.6984401941299438,-0.053242504596710205,0.7985676527023315,0.7836316823959351,0.014935970306396484
01002200001307241800529365B_1293918000_485042000,0,LC,medium,3.0434354558361085,0,hit,0.6897664070129395,0.5682523250579834,0.7795581817626953,0.5326635241508484,0.24689465761184692,0.973449170589447,0.4912932515144348,0.4821559190750122,0.9055294394493103,0.6478345394134521,0.25769490003585815
01002200001307251450271985B_1294704400_484698100,0,LC,medium,4.70006347733737,0,hit,0.804949939250946,0.34825098514556885,0.5625589489936829,0.48348474502563477,0.0790742039680481,0.7236617207527161,0.48301130533218384,0.24065041542053223,0.8753783106803894,0.6792669296264648,0.19611138105392456
01002200001307251450271985B_1294704400_484698100,1,LC,large,1.599987433983535,0,hit,0.788738489151001,0.3270120322704315,0.5933588147163391,0.48770928382873535,0.10564953088760376,0.6570628881454468,0.45656490325927734,0.20049798488616943,0.7209360599517822,0.6436610817909241,0.07727497816085815
01002200001307251450271985B_1294704400_484698100,2,LC,medium,1.2250248721297867,0,hit,0.6533185243606567,0.6144546270370483,0.5718687176704407,0.5213419795036316,0.05052673816680908,0.6886708736419678,0.4525657594203949,0.23610511422157288,0.786919891834259,0.5530056953430176,0.23391419649124146
01002200001307251450271985B_1294704400_484698100,3,TC,large,3.5725721345527215,0,hit,0.8987033367156982,0.8977670073509216,0.473717600107193,0.5803720355033875,-0.10665443539619446,0.4363631308078766,0.4896758198738098,-0.05331268906593323,0.5777574181556702,0.6023069620132446,-0.024549543857574463
01002200001307251450271985B_1294704400_484698100,4,MC,small,5.000279922632627,1,hit,0.6136531829833984,0.6136531829833984,0.6070435643196106,0.5030872821807861,0.10395628213882446,0.8321157097816467,0.6489145159721375,0.18320119380950928,0.9681630730628967,0.7851142883300781,0.1830487847328186
01002200001307251450271985B_1294704400_484698100,5,MC,small,3.7778188451991808,0,hit,0.7725318074226379,0.7257121801376343,0.5691388845443726,0.5414993166923523,0.027639567852020264,0.7531946301460266,0.6869052052497864,0.06628942489624023,1.1193559169769287,0.8546821475028992,0.26467376947402954
01002200001307251450271985B_1294704400_484698100,6,LC,large,1.4088097417014964,0,hit,0.9399513602256775,0.7979265451431274,0.60858553647995,0.6038892269134521,0.004696309566497803,0.5725181698799133,0.5520538687705994,0.020464301109313965,0.6932256817817688,0.6464614272117615,0.046764254570007324
0100220000130725153708047J2_1297023700_483568000,0,P,small,1.3333280049292582,0,hit,0.6844454407691956,0.5759696364402771,0.6633205413818359,0.5703663229942322,0.09295421838760376,0.6471452713012695,0.46873950958251953,0.17840576171875,0.9347489476203918,0.687130868434906,0.24761807918548584
